地区,用户id,昵称,性别,微博数,粉丝数,关注数,id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
四川,2970452952,李子柒,女,411,25616137,183,4381027130192903,上月中旬参加了亚洲文明对话大会，开幕式中大大说到：“文明因多样而交流，因交流而互鉴，因互鉴而发展”听到这话我第一个想到锅盖窑。才发现，其实在不知不觉中，文明的交流与借鉴，早已深入到我们每个人的方方面面。刚好是收麦子的季节，磨了新面粉，做了麦麦酒。还酿了不同文化发源的啤酒！#朝花柒拾# #美好的生活#  李子柒的微博视频,,,,2019-06-08,微博视频,340489,48000,35930,"朝花柒拾,美好的生活",
四川,2970452952,李子柒,女,411,25616137,183,4375535624834951,前些日子还似豆大的青梅，转眼就快变黄梅了。院儿里这颗果子太少不够我折腾，又去邻家要了一大筐。青梅酒、青梅露、盐渍青梅、脆梅、梅子肉、每年一次的，都得给它做齐了才算数！#朝花柒拾#  李子柒的微博视频 ,,"http://f.us.sinaimg.cn/003QWbjTlx07u6EXHJlu01041208zlYf0E040.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982327&ssig=7bE%2BxBKvBg&KID=unistore,video",,2019-05-24,微博视频,266917,55633,47832,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4371902015392097,划龙舟、吃粽子、插艾草、撒雄黄！而久久怀念的，是那些人，那些味道……长大后我们好像越来越少陪伴亲人，所以这次把端午礼做成DIY拼图小游戏，希望能多一个让你回家陪亲人玩耍的理由端午记得回家#朝花柒拾#5-15开售，零点开抢，加购抽免单！  李子柒的微博视频 ,,"http://f.us.sinaimg.cn/003SERLYlx07tQFrOZhC01041204g1u50E020.mp4?label=mp4_720p&template=1280x720.23.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982327&ssig=%2BdTMUcF9M3&KID=unistore,video",,2019-05-14,微博视频,245001,32233,30891,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4370503525285032,院儿里最美的时候到了呀，花都开好了呀！锅仔也该剪羊毛了呀！剪完羊毛就该拔笋子了呀！笋子好好吃呀！呀呀呀呀～～～呀！！！！么么哒#朝花柒拾# #美好的生活#  李子柒的微博视频 ,,"http://f.us.sinaimg.cn/003PcX31lx07tKvLjYpW01041207v4Vl0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982327&ssig=t4rDyPRGyo&KID=unistore,video",,2019-05-10,微博视频,299235,57625,55967,"朝花柒拾,美好的生活",
四川,2970452952,李子柒,女,411,25616137,183,4367279568768652,好不容易闲了两天，趁着春天的尾巴。倒置了一大堆各种纯露囤着，辛夷花 芍药 积雪草 迷迭香巴拉巴拉的，我是做着玩玩，你们也就看着玩玩儿呗！#朝花柒拾#  李子柒的微博视频 ,,"http://f.us.sinaimg.cn/001ANxr2lx07twk015Hi01041204guV10E020.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982327&ssig=jPk8RFr02a&KID=unistore,video",,2019-05-01,微博视频,200392,53226,38111,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4363965520307328,小时候家里的鸭苗都是孵蛋的母鸡在孵，一个月的样子出壳，养个半年就该下蛋啦！做了些咸鸭蛋，又拿咸鸭蛋做了蛋黄酱啥的一堆～转+评论加购送177位朋友送品牌新品蛋黄酱2瓶装1份！#朝花柒拾#一罐装入8颗红心流油蛋黄，李子柒海鸭蛋黄酱。精选北海海鸭蛋，鲜不可挡细腻流沙， 百搭好 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/002JGRLelx07thJDdnS001041206gooO0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982327&ssig=m9Xh%2FjRNG6&KID=unistore,video",,2019-04-22,微博视频,250325,54180,44293,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4360382988274624,#三区三州扶贫助威行动# 春天是菜园子的尴尬期都腾出来种夏天的蔬菜和育秧了于是就有了理由做作的去折腾野菜！一日三餐，这样也好！#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/001bmCgblx07t1XU4FKw01041207fZnI0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=ZsFTEKyrAs&KID=unistore,video",,2019-04-12,微博视频,261269,30501,28926,"三区三州扶贫助威行动,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4357833011449190,春色正好，不做作都对不起这“十月怀胎”的辛夷花开！借了彭叔的黑娃儿出去做作的溜达，又做作的寻了辛夷花回来，听说辛夷花要送给喜欢的人，那我一定是很喜欢你们了～～～～#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/003jHjmYlx07sQKgufiE01041205puY40E020.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=UO%2FlcNsCgw&KID=unistore,video",,2019-04-05,微博视频,306888,49855,49136,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4353796790279702,笔墨纸砚，中国的文房四宝！随着书写时代的渐没，这些代表中国传文化的工艺离我们越来越远！我们不需要每个人都会，但愿很多人都还懂得和记得！#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/00189j2rlx07syYLhGxy0104120auhpf0E040.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=cKFZfjKMCb&KID=unistore,video",,2019-03-25,微博视频,796942,142377,179994,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4350214070640627,啊！朋友们呐！我可想死你们了！ #朝花柒拾# ？ ,"https://wx1.sinaimg.cn/large/b10d83d8gy1g13s6bii9rj20tv7nnu13.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1g13s6xwagaj20gl4zvqv5.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1g13s83w7e4j20tv9ldqvd.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1g13s8fnfgtj20tv99che0.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1g13s8hxik6j20ds4zve81.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1g13s8juuxaj20dr4zve81.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1g13s608b7rj20d24zve81.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1g13sai8fwqj20tv9pgnpl.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1g13ywotdnlj20tv8fy1l4.jpg",,,2019-03-15,iPhone 6,183111,20516,12431,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4348007610564299,十里桃花，桃泪点点。冬去春来，可能是乏的，最近吃不得油腻。桃胶泡一夜，第二天加银耳 金丝小枣炖粘稠，再放些冰糖枸杞水果干！色如琥珀，面若桃花...#朝花柒拾# #春日厨房# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/000wY777lx07s9v9QCcE01041204TEH70E020.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=DVEhEp9lJ8&KID=unistore,video",,2019-03-09,微博视频,268004,53464,45805,"朝花柒拾,春日厨房",
四川,2970452952,李子柒,女,411,25616137,183,4345175210230361,也不知道现在算不算倒春寒，反正这几天出奇的冷。加上太累没什么胃口，就煮了一锅开胃又热乎的酸萝卜老鸭汤！大冷天的喝上一碗酸香开胃，汤头醇鲜。吃肉喝酒完了碗都没洗就蹿被窝里倒头大睡！得过且过呗！#朝花柒拾# #春日厨房# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/001QlDdelx07rX2bzuYg01041205fa4I0E020.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=JVyR3f0Txu&KID=unistore,video",,2019-03-01,微博视频,273945,40451,34916,"朝花柒拾,春日厨房",
四川,2970452952,李子柒,女,411,25616137,183,4342584014408518,梅花开的时候突然降温，赶上这场春雪…过年吃腻大鱼大肉，做了些榨菜去去油腻花生捣碎煮上一锅热粥，应个景做了梅花酥，再配上一碟榨菜嗯，完美早餐啊！#朝花柒拾#  #春日厨房# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/001BbJzMlx07rLD6EBFu01041206hhfy0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=4Rz5lMyWoB&KID=unistore,video",,2019-02-22,微博视频,289773,57124,46667,"朝花柒拾,春日厨房",
四川,2970452952,李子柒,女,411,25616137,183,4336093359010657,真的真的真的过年喽～～新的一年祝大家诸事顺心 、阖家团圆、笑口常开 、金银满仓 、福气满满 、生财有道 、大吉大利、花好月圆、年年有余。这一切祝福都只属于你，只属于你们！妈呀，把菜名背一遍好累……#春节VLOG#  #朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/000aTDJUlx07rj45vcQ80104120c5eS90E050.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=nw6Pv%2BT4Po&KID=unistore,video",,2019-02-04,微博视频,350193,33209,38274,"春节VLOG,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4334253241685697,又过年喽哈哈哈哈哈哈！冰糖葫芦，炒花生瓜子，各种好吃的糖果…小时候总是眼巴巴的盼着这些。今年多加了一个年货小零食新年特辑。10分钟呐～～#春节VLOG# #朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/002OuSjtlx07raXYciLu0104120bROwi0E050.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982331&ssig=ipgX%2BoYQEz&KID=unistore,video",,2019-01-30,微博视频,368504,107433,96101,"春节VLOG,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4331399500436384,感谢一直支持我的朋友们！让李子柒小朋友再次拿到这个奖！不过意外的是今年居然有50万奖金。想着是因有你们的支持才能拿到这个奖！所以我就自己做了个主。把这笔奖金以“李子柒粉丝”的名义捐助到公益助学。之后助理号会公开跟进相关事宜。感恩所有，谢谢大家❤️#朝花柒拾# ,"https://wx3.sinaimg.cn/large/b10d83d8ly1fzfrgtneoaj20yi1cs104.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fzfrgv61tjj22c02c0npd.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fzfrgvwa61j20v91rf158.jpg",,,2019-01-22,iPhone 6,198527,10203,3018,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4329945376841650,饿了没？煮肉肉给你次？去年做了腊味合蒸，今年赶在年跟前做了一批香喷喷的酱腊肉！过年吃正正好！#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/001HDbA4lx07qS0mz8A801041206ZBlz0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=4oD4UJShVe&KID=unistore,video",,2019-01-18,微博视频,256475,74866,56521,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4327725772667505,上次“某事件”后开始准备的礼物，终于在年前落定。“两根木棍”又如何？一样撬动着中国博大精深的饮食文化，见证了几千年古老的东方文明！我们从咿呀学语到垂暮。从未离开的，正是这双简单朴素的“中国筷子”！今天把这1777份精美礼筷送给一直关注我的粉丝朋友，带它回家过年吧！#朝花柒拾# 李子柒旗舰店，年货礼盒限量抢购中,"https://wx2.sinaimg.cn/large/b10d83d8ly1fz41gzx1moj20t62967wh.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fz41h4wiazj20t63rjqv5.jpg,https://wx1.sinaimg.cn/large/b10d83d8ly1fz41hbj65vj20t62ganpd.jpg,https://wx1.sinaimg.cn/large/b10d83d8ly1fz41gyheukj20tv58p7wk.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fz41heyy15j20tv4p4e82.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fz41hl27r0j20tv31jb2a.jpg,https://wx1.sinaimg.cn/large/b10d83d8ly1fz41hrpekyj20tv1nbqv5.jpg,https://wx3.sinaimg.cn/large/b10d83d8ly1fz41jtufgaj22nb4peqvc.jpg,https://wx3.sinaimg.cn/large/b10d83d8ly1fz41jp6g0oj23gg56oqve.jpg",,,2019-01-12,iPhone 8 Plus,168228,88987,79018,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4325191074941138,天已经够冷了，不给大口吃肉还有什么意义呢？无敌简单的硬菜，又香又解馋的北方酱大骨来一盆好不？#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/003XOMMdlx07qx57KOZW01041205Kk1H0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=5aHmQeSh3k&KID=unistore,video",,2019-01-05,微博视频,271011,47721,46279,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4323416221717042,在这写下2019的愿望吧！万一呢？#朝花柒拾# ,"https://wx3.sinaimg.cn/large/b10d83d8gy1fyqbk03pvij20ku0ahjsn.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fyqab1lpkjj20wz0mi0y8.jpg",,,2018-12-31,iPhone 6,84813,47184,2233,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4322650136327270,清水一盏，葱姜二三。这就是铜锅涮肉全部的锅底了！天寒地冻，得围着火炉子涮上新鲜的羊肉沾上自己做的秘制酱料才算满足！#朝花柒拾# 李子柒的微博视频 ,,"http://f.us.sinaimg.cn/004xTc0tlx07qlTJKJu801041207msOC0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=ixc7DS6h52&KID=unistore,video",,2018-12-29,微博视频,257786,42385,31969,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4319791873369441,前些天拿家里剩余的蚕丝棉兜到山上老乡家换了些羊羔毛～纺线染色编了件斗篷披风！为了方便嫌麻烦又没耐性的猪猪小仙女也能操作。改良了这种编小辫子再缝合的简单方法！不管是衣服，毛毯，围巾～都可以用这个简单快速的办法一通百通呐！#美食大V秀# #V影响力峰会##朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/001GFApClx07q9jzyhBC01040206Shew0E030.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=EnOWWI8O7k&KID=unistore,video",,2018-12-21,秒拍网页版,301768,81906,60602,"美食大V秀,V影响力峰会,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4310355787959218,挖了红薯做够大半年要用的淀粉，再囤一点宽粉 细苕粉应付这个冬季。冰雪天，来上一碗麻辣鲜香的手工酸辣粉饭后再整俩又香又甜的烤红薯。一边在雪地里蹦跶一边吐着烤红薯的热气！呼…………#朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/001TZAX2lx07ptMAMwKQ01040206L4tQ0k050.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=iIYqD25k6j&KID=unistore,video",,2018-11-25,秒拍网页版,354916,63239,60237,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4304935149051815,坚持古法制糖的糖匠越来越少了，十多斤甘蔗才能熬出一斤糖，真正的红糖对女生很好，我做了个家庭可操作的古法红糖版本，感兴趣的朋友或许可以自己试一下#朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/004mQBJzlx07p5VhmpmM01040206NIz50k050.mp4?label=mp4_720p&template=1280x720.20.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=v0psPVpUW3&KID=unistore,video",,2018-11-10,秒拍网页版,235543,51617,39505,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4303820966071687,蟹脚痒，膏正肥！挑几只前辈送来的螃蟹蒸熟，扔进醉卤清甜果香浸透了蟹黄，酒香吊出鲜美撬开蟹斗，蟹黄红润，蟹肉莹白。一时醉香四溢，入口鲜甜细嫩酒不醉人，人自醉…【转发+评论加购中抽177个柒家人免单本产品】花果清香回味甘甜，李子柒玲珑熟醉蟹。手作花雕母蟹，由知名主厨十年研发，专业比烹制， #朝花柒拾# #我的十年美味# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/0031SOtllx07p11nyxwc01040202gJns0k020.mp4?label=mp4_720p&template=1280x720.27.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982336&ssig=Bgc9nQ2RBl&KID=unistore,video",,2018-11-07,微博云剪,214202,46903,34985,"朝花柒拾,我的十年美味",
四川,2970452952,李子柒,女,411,25616137,183,4296951518372429,这次配合天猫双11的预售活动，准备了很多我限量定制的品牌物料做礼品温暖实用。就是要求的规则太特么烦人了，简直是在做阅读理解！！！！我刚整理了个通俗易懂的#超级c位# #朝花柒拾# ,"https://wx3.sinaimg.cn/large/b10d83d8gy1fwdv2vvr6cj20tv4qhqv7.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fwdv2vgsw2j20tv2n34en.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fwdv2u6k2rj20tv1aiwtn.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fwdv2yjgddj20tv2hfk0h.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fwdv33rpn9j20tv2i94qp.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fwdv3h9l3xj20tv32jnpd.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fwdv3ja3ytj20tv23ke81.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fwdv3kwvk2j20tv2i94br.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fwdv3munxdj20tv20l7e8.jpg",,,2018-10-19,微博 weibo.com,74782,30046,21745,"超级c位,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4296598672141275,入冬后，寒气渐浓…嘴馋了，就惦记一口肉、一口辣好拌牛肉酱，做酱二十年老师傅配制配方鲜香回辣，封存了整座山间的野味来碗清汤面浇上超大块牛肉的酱料滋溜一碗下肚，全身都暖了【转发评论加购中抽277个柒家人免单本产品】#朝花柒拾#辣而不燥香而不腻，李子柒好拌牛肉酱。高山小黄牛肉用鸡油爆香，添加野生松茸，味道够野！ 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/000FEM4blx07oveT2Leo01040203nRnl0k030.mp4?label=mp4_720p&template=1280x720.27&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=37NvRoqF0p&KID=unistore,video",,2018-10-18,微博云剪,255031,45146,43400,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4295848369837779,中国是世界上最早发明养蚕缫丝的国家，而丝绸也是东方古老文化的象征。从小我们家里都有养蚕，看着快要过冬了，把这季晚秋蚕的双宫茧拿来做床被子，给奶奶过冬！！#朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/001E45Qdlx07orVD6VdC0104020619100k050.mp4?label=mp4_720p&template=1280x720.20&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=jHgDzsFl53&KID=unistore,video",,2018-10-16,秒拍网页版,429993,75091,69192,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4292234351794227,又见满山红，一颗颗小果子染遍了秋。摘上一背篓涩柿子，削皮 晾干美味的吊柿饼今年就又有了～#朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/001FyOsmlx07oc1E59jO01040202ovtu0k020.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=Gj%2BhjjGQVL&KID=unistore,video",,2018-10-06,秒拍网页版,255054,74833,63399,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4291851324987567,来，可爱的大妹纸们！聊两块钱的呗～～国庆节快乐哦～#柒式尬聊##朝花柒拾# ,"https://wx2.sinaimg.cn/large/b10d83d8gy1fvxlac55fdj20tv7ldnpi.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fvxlal2drmj20tv7d7hdx.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fvxla080wij20lk4zv4qq.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fvxlasw1lij20tv6rtnph.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fvxlawy7p1j20tv5zwu0y.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fvxlb8znmaj20tv6eu4qt.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fvxlbc7mn2j20tv3cvb29.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fvxlbmmmjsj20tv7jn4qs.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fvxlc08u60j20tv715e83.jpg",,,2018-10-05,iPhone 6,109109,18331,7979,"柒式尬聊,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4287138272921366,老早就想买一套沙发，看得上眼的都得万把块。上个礼拜翻到爷爷以前做的竹沙发，就想动手做一套！这个季节砍竹子做背篓 椅子 蚕架都不会生蛀虫。背篓 扇子 簸箕都做过就是没做过沙发，整了很多冤枉。好在最后一整套的罗汉床，太妃椅，茶几都折腾出来了，开心开心，来自省钱达人的微笑～ 李子柒的秒拍视频,,,,2018-09-22,秒拍网页版,527346,91466,99525,,
四川,2970452952,李子柒,女,411,25616137,183,4282782279174510,小时候过中秋。祭月神，吃月饼，听爷爷讲故事…嫦娥奔月，吴刚伐桂，玉兔捣药……时过境迁，子欲养而亲不在！中秋有时间就回趟家吧，这辈子最深爱你的家人，也在等你回家！转发+留言抽277份中秋月饼，陪你回家团圆。#朝花柒拾# 限量优惠券，子柒中秋礼，身着清宫后妃吉服的礼盒，点击领取100元优惠券！ ,"https://wx4.sinaimg.cn/large/b10d83d8gy1fv4nj0ld7fj20k00zk130.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fv4njfkxlej22kw3vc4qs.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fv4njhw70jj20ir0xc0yo.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fv4njlpgj3j20ku111118.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fv4njohlrwj20ku1110yk.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fv4nk08pfaj22kw3vc1l0.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fv4nk3drukj20ku111130.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fv4nk4bf6dj20ku1110yw.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fv4nk6wfymj21qj335e81.jpg",,,2018-09-10,iPhone 6,195860,131744,75212,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4281726551641856,#朝花柒拾#秋风起，秋梨黄！摘一篮果实，熬一方膏！#秋梨膏# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/000Jqrcrlx07nrLtSREI01040202GHa80k020.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=IzVCOkQrD3&KID=unistore,video",,2018-09-07,秒拍网页版,220629,45203,75232,"朝花柒拾,秋梨膏",
四川,2970452952,李子柒,女,411,25616137,183,4274430433089813,一笔一捺写反字，一刀一划是功夫一颗颗小小的活字章，散落在岁月的骨血里…谁也不曾想到，这上千年智慧的结晶，会在一个小小村落里明灭不定#朝花柒拾# 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/003mDVwDlx07mVF7oPkI01040201PoVK0k020.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=OWyF7xSLLn&KID=unistore,video",,2018-08-18,秒拍网页版,240558,34317,57453,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4273795692384988,有时间就细细读，没时间就快速看看倒数第二页！超级超级多的礼物！转发留言+手淘关注“李子柒旗舰店”527份微博免单名额，对！527名！只要抽中买多少免多少！淘宝搜索 @李子柒 ，有个好玩的。试试看！#朝花柒拾##用美食温暖你# ,"https://wx4.sinaimg.cn/large/b10d83d8gy1fubzjdvstsj20qo3zidyh.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fubzjgnyypj20qo4ka1kx.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fubzji5iopj20qo3jstln.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fubzjbif41j20qo4ci1kx.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fubzjl1chaj20qo4w6b29.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fubzjo4ercj20oj4zv7wh.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fubzjpmn6pj20qo20gjzp.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fubzjrrqlej20qo462h4u.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fubzjswapuj20qo1y50zo.jpg",,,2018-08-17,iPhone 6,124754,68156,52552,"朝花柒拾,用美食温暖你",李子柒
四川,2970452952,李子柒,女,411,25616137,183,4273036482132946,忘不了的心头爱是一锅热气腾腾的江南红烧湖羊肉羊肉酥烂、汤汁浓郁、鲜香四溢一块湖羊肉下肚，暖暖的身心都慰藉了馋嘴时，就爱上手做上一大锅子抽277个柒家人免单本产品#朝花柒拾# #用美食温暖你# 8-17七夕见，红烧湖羊肉。肉嫩酥烂，一口入魂难忘怀！限量首发，加购抽免单！ 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/0046JOHylx07mPwVpV0c01040202SH2x0k030.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982340&ssig=1LLxD2j7tU&KID=unistore,video",,2018-08-14,秒拍网页版,255808,51469,35400,"朝花柒拾,用美食温暖你",
四川,2970452952,李子柒,女,411,25616137,183,4271603812859574,人参蜜，长白山流传已久的吃参方法那儿的人懂参，更懂蜜。人参性热，辅之以蜂蜜温养夏乏秋困时，来一杯正好…【抽277个柒家人免单本产品】#朝花柒拾# #用美食温暖你# 天然椴树蜜和长白山人参的好营养，李子柒长白山参蜜。70年平均树龄椴树蜜，长白山4-5 年人 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/004jW13ylx07mJdsqKlO01040203pJbQ0k030.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982345&ssig=1fAaVDBu9C&KID=unistore,video",,2018-08-10,秒拍网页版,281512,54271,45349,"朝花柒拾,用美食温暖你",
四川,2970452952,李子柒,女,411,25616137,183,4270838210025668,又到盛夏，一年制辣好时节。去年此时做了豆瓣酱，今年换做了清宫里的苏造酱酥脆生香，味美柔辣一张面饼一勺酱，夏天也就过去了…抽277位柒家人本产品免单！！！#朝花柒拾##用美食温暖你#南北都能吃的柔辣，李子柒宫廷苏造酱。18种配料，十几道工序，一香二辣三脆。 李子柒的秒拍视频 ,,"http://f.us.sinaimg.cn/003PUL68lx07mFPx3i6A01040203vOrd0k030.mp4?label=mp4_720p&template=1280x720.26&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982345&ssig=4y4I4FKldY&KID=unistore,video",,2018-08-08,秒拍网页版,347052,90779,83693,"朝花柒拾,用美食温暖你",
